filename,image_link
NEBC: 01013000,"https://bisque.cyverse.org/image_service/image/00-nzKwT2LnYkWcQP73TVEMvn?rotate=guess&format=jpeg,quality,100"
GH: 01652155,http://kiki.huh.harvard.edu/databases/image.php?id=3535393
GH: 01708898,http://kiki.huh.harvard.edu/databases/image.php?id=1259673
GH: 01708899,http://kiki.huh.harvard.edu/databases/image.php?id=1259663
GH: 01708900,http://kiki.huh.harvard.edu/databases/image.php?id=1259653
GH: 01708901,http://kiki.huh.harvard.edu/databases/image.php?id=1259643
GH: 01708902,http://kiki.huh.harvard.edu/databases/image.php?id=1259633
GH: 01708933,http://kiki.huh.harvard.edu/databases/image.php?id=1259973
GH: 00263659,https://s3.amazonaws.com/huhwebimages/88121474E5EE4EF/type/full/263659.jpg
NEBC: 00342835,http://kiki.huh.harvard.edu/databases/image.php?id=309676
NEBC: 00342836,http://kiki.huh.harvard.edu/databases/image.php?id=309677
NEBC: 00485400,"https://bisque.cyverse.org/image_service/image/00-63URAX8v7PGieBucmLPTma?rotate=guess&format=jpeg,quality,100"
NEBC: 00485401,"https://bisque.cyverse.org/image_service/image/00-Gu9WBLeqekddrWDz2SmpSn?rotate=guess&format=jpeg,quality,100"
NEBC: 00485402,"https://bisque.cyverse.org/image_service/image/00-pcdaWuMY2hCi63tJvkgo6e?rotate=guess&format=jpeg,quality,100"
NEBC: 00485403,"https://bisque.cyverse.org/image_service/image/00-4m4AT2wmFfURqdbFTzjTGa?rotate=guess&format=jpeg,quality,100"
NEBC: 00485404,"https://bisque.cyverse.org/image_service/image/00-5JsLsvWPwa8hCG6xseerCP?rotate=guess&format=jpeg,quality,100"
NEBC: 00485405,"https://bisque.cyverse.org/image_service/image/00-fwA7uzBC8bbjHtwPVat2a6?rotate=guess&format=jpeg,quality,100"
NEBC: 00485406,"https://bisque.cyverse.org/image_service/image/00-Ap3YrKvc5N8HABR2m2JWAR?rotate=guess&format=jpeg,quality,100"
NEBC: 00485407,"https://bisque.cyverse.org/image_service/image/00-6EvHfmErpksxo22sbywWZD?rotate=guess&format=jpeg,quality,100"
NEBC: 00485409,"https://bisque.cyverse.org/image_service/image/00-j3DGpXMRPa27KYp7DBiSzQ?rotate=guess&format=jpeg,quality,100"
GH: 00485410,"https://bisque.cyverse.org/image_service/image/00-97gvXC24ArPVfJNZQHrNqN?rotate=guess&format=jpeg,quality,100"
NEBC: 00485411,"https://bisque.cyverse.org/image_service/image/00-SWKkHAD6B9k8YUVeARyrhi?rotate=guess&format=jpeg,quality,100"
NEBC: 00485413,"https://bisque.cyverse.org/image_service/image/00-mdBSjaoMxphv8y2kSAvB8S?rotate=guess&format=jpeg,quality,100"
NEBC: 00485415,"https://bisque.cyverse.org/image_service/image/00-ygfP6dEZfr7vJyc769ddoa?rotate=guess&format=jpeg,quality,100"
NEBC: 00485416,"https://bisque.cyverse.org/image_service/image/00-4XFpn7tDBMLU8RpcMWj4oD?rotate=guess&format=jpeg,quality,100"
NEBC: 00485417,"https://bisque.cyverse.org/image_service/image/00-jeoXm2cqw4jTZY4EaNmL5Q?rotate=guess&format=jpeg,quality,100"
NEBC: 00485418,"https://bisque.cyverse.org/image_service/image/00-S3H3nWpk9zguFKbXGaCRa?rotate=guess&format=jpeg,quality,100"
NEBC: 00485419,"https://bisque.cyverse.org/image_service/image/00-xBTxFtw3Xjna7AUuxyUroQ?rotate=guess&format=jpeg,quality,100"
NEBC: 00485449,"https://bisque.cyverse.org/image_service/image/00-TtZ4enK83RPGAJPXQyhQAD?rotate=guess&format=jpeg,quality,100"
NEBC: 00485450,"https://bisque.cyverse.org/image_service/image/00-in2EDQVUGNt3ZzVtw5QQN4?rotate=guess&format=jpeg,quality,100"
NEBC: 00485451,"https://bisque.cyverse.org/image_service/image/00-emRE2R6ucyRg7LaPm6sT2H?rotate=guess&format=jpeg,quality,100"
GH: 00485452,"https://bisque.cyverse.org/image_service/image/00-GtkW3pVXu2Wgh7KxeBVdhA?rotate=guess&format=jpeg,quality,100"
GH: 00485454,"https://bisque.cyverse.org/image_service/image/00-VMq7t3WGiumoYeUMAB7ZpR?rotate=guess&format=jpeg,quality,100"
NEBC: 00485456,"https://bisque.cyverse.org/image_service/image/00-33YbkDsL7hdbtmk4QR2qMA?rotate=guess&format=jpeg,quality,100"
NEBC: 00485457,"https://bisque.cyverse.org/image_service/image/00-muSMWmHqFt26gh2EDsbfvk?rotate=guess&format=jpeg,quality,100"
GH: 00485458,"https://bisque.cyverse.org/image_service/image/00-Hxh99kjp6zGZVyixESGhhc?rotate=guess&format=jpeg,quality,100"
GH: 00485459,"https://bisque.cyverse.org/image_service/image/00-upuSsDfpym6N5x7qoHR4iD?rotate=guess&format=jpeg,quality,100"
GH: 00485460,"https://bisque.cyverse.org/image_service/image/00-yY4xcnwLWDv5ndEoQHrV9A?rotate=guess&format=jpeg,quality,100"
NEBC: 00485461,"https://bisque.cyverse.org/image_service/image/00-yee5n7puV425x6ZKhwps96?rotate=guess&format=jpeg,quality,100"
