407,76,438,81,437,91,405,86
390,93,434,93,434,104,390,104
424,113,433,113,433,121,424,121
358,565,388,565,388,573,358,573
388,565,434,565,434,572,388,572
365,582,389,582,389,588,365,588
337,584,364,584,364,589,337,589
365,600,373,600,373,605,365,605
374,600,398,600,398,606,374,606
400,600,418,600,418,606,400,606
418,600,432,600,432,606,418,606
337,601,364,601,364,606,337,606
376,606,404,606,404,612,376,612
405,606,420,606,420,612,405,612
337,609,356,609,356,613,337,613
389,614,404,614,404,618,389,618
405,614,414,614,414,618,405,618
374,640,424,640,424,645,374,645
384,648,414,648,414,652,384,652
440,648,449,648,449,653,440,653
416,670,446,670,446,676,416,676
