61,86,102,86,102,100,61,100
331,581,363,579,364,590,332,591
300,581,326,581,326,590,300,590
405,581,442,581,442,590,405,590
381,582,402,582,402,590,381,590
277,584,290,584,290,589,277,589
282,591,316,594,315,604,281,601
318,593,354,593,354,602,318,602
354,594,377,596,377,604,354,602
376,595,410,594,410,602,377,604
413,594,440,594,440,604,413,604
278,604,309,604,309,613,278,613
409,604,433,604,433,612,409,612
308,604,329,607,329,613,307,610
340,606,390,606,390,616,340,616
305,613,329,613,329,625,305,625
346,616,371,614,372,623,346,625
282,616,304,616,304,625,282,625
333,616,345,616,345,624,333,624
319,636,343,634,344,643,320,645
345,634,353,634,353,642,345,642
280,636,310,636,310,644,280,644
420,641,440,641,440,652,420,652
386,644,398,644,398,650,386,650
401,644,417,644,417,652,401,652
298,644,329,646,329,656,298,654
374,651,388,653,387,659,374,657
341,653,374,653,374,658,341,658
388,653,402,653,402,658,388,658
