393,96,438,96,438,105,393,105
345,583,409,582,409,590,345,592
409,582,429,582,429,590,409,590
316,598,345,598,345,606,316,606
344,600,378,598,379,605,345,607
385,613,397,613,397,621,385,621
316,614,365,614,365,621,316,621
366,614,386,614,386,621,366,621
397,614,436,614,436,621,397,621
436,614,456,614,456,621,436,621
358,622,406,622,406,628,358,628
393,629,425,629,425,636,393,636
361,630,378,630,378,634,361,634
334,637,360,637,360,642,334,642
372,637,400,637,400,644,372,644
400,637,434,637,434,644,400,644
434,637,452,637,452,644,434,644
342,645,358,645,358,650,342,650
358,645,370,645,370,652,358,652
337,660,369,660,369,666,337,666
370,660,388,660,388,665,370,665
349,668,397,668,397,673,349,673
202,698,221,698,221,708,202,708
229,698,246,698,246,708,229,708
316,701,341,701,341,709,316,709
342,701,366,701,366,709,342,709
369,701,388,701,388,708,369,708
416,701,424,701,424,708,416,708
424,701,453,701,453,709,424,709
