400,96,438,96,438,104,400,104
376,546,394,546,394,556,376,556
344,549,365,549,365,557,344,557
366,549,376,549,376,556,366,556
380,565,408,565,408,573,380,573
406,565,436,565,436,570,406,570
352,568,378,568,378,573,352,573
296,569,321,569,321,574,296,574
308,576,318,576,318,581,308,581
413,582,429,582,429,590,413,590
374,584,398,584,398,592,374,592
398,584,413,584,413,589,398,589
337,585,352,585,352,590,337,590
354,585,373,585,373,590,354,590
316,586,336,586,336,593,316,593
412,590,437,588,437,594,413,596
381,590,412,590,412,596,381,596
405,701,426,701,426,709,405,709
370,702,406,702,406,709,370,709
357,704,369,704,369,709,357,709
