397,96,436,96,436,104,397,104
349,585,390,585,390,594,349,594
390,586,412,586,412,593,390,593
412,586,432,586,432,593,412,593
374,601,397,601,397,609,374,609
397,601,421,601,421,609,397,609
318,602,348,602,348,609,318,609
318,617,360,617,360,624,318,624
362,617,393,617,393,625,362,625
393,617,424,617,424,624,393,624
325,625,346,625,346,630,325,630
346,625,373,625,373,630,346,630
373,625,392,625,392,632,373,632
392,625,418,625,418,632,392,632
326,632,360,632,360,638,326,638
398,631,426,633,426,639,398,637
361,633,377,633,377,640,361,640
378,633,397,633,397,637,378,637
318,648,340,648,340,654,318,654
380,648,396,648,396,654,380,654
396,648,414,648,414,654,396,654
414,648,429,648,429,654,414,654
428,648,457,648,457,654,428,654
397,670,456,670,456,676,397,676
