2933,4000,3175,4032,3166,4102,2924,4070
2834,4080,2939,4080,2939,4150,2834,4150
2948,4089,3027,4089,3027,4141,2948,4141
3036,4089,3141,4089,3141,4150,3036,4150
2810,4206,3059,4249,3046,4323,2797,4280
3062,4229,3115,4229,3115,4282,3062,4282
3106,4475,3237,4475,3237,4510,3106,4510
3246,4475,3334,4475,3334,4501,3246,4501
2878,4484,3036,4484,3036,4510,2878,4510
2614,4492,2808,4492,2808,4519,2614,4519
2386,4563,2737,4563,2737,4659,2386,4659
2799,4571,2992,4571,2992,4615,2799,4615
3001,4571,3264,4571,3264,4624,3001,4624
2413,4659,2579,4659,2579,4747,2413,4747
2784,4653,3092,4676,3086,4753,2778,4729
2606,4677,2755,4677,2755,4729,2606,4729
2816,4738,2939,4738,2939,4773,2816,4773
2369,4773,2851,4773,2851,4870,2369,4870
3048,4765,3246,4792,3229,4914,3031,4888
3251,4793,3464,4779,3469,4847,3256,4860
2869,4782,2992,4782,2992,4870,2869,4870
2538,4926,3348,4887,3354,5017,2544,5056
2378,4940,2553,4940,2553,5045,2378,5045
3062,5273,3167,5273,3167,5317,3062,5317
2790,5343,2860,5343,2860,5396,2790,5396
2614,5414,2843,5414,2843,5466,2614,5466
2369,5422,2614,5422,2614,5475,2369,5475
1579,5431,1658,5431,1658,5466,1579,5466
2948,5431,3115,5431,3115,5466,2948,5466
