390,538,409,538,409,545,390,545
325,552,361,552,361,560,325,560
362,552,388,552,388,558,362,558
389,552,414,552,414,558,389,558
325,566,349,566,349,572,325,572
352,566,384,566,384,573,352,573
386,566,421,566,421,574,386,574
420,566,442,566,442,572,420,572
444,568,458,568,458,572,444,572
332,573,356,573,356,578,332,578
357,573,382,573,382,578,357,578
408,573,442,574,442,581,407,579
384,574,390,574,390,580,384,580
393,574,406,574,406,580,393,580
326,588,357,588,357,593,326,593
358,588,390,588,390,594,358,594
413,680,440,680,440,685,413,685
405,689,417,689,417,693,405,693
