Collection ID,Image Link,Phylum (门),Order (目),Family (科),Genus (属),Scientific Name,Chinese Name,Identified By,Date Identified,Collector,Collection Number,Collection Date,Collection Location,Altitude,Habitat,Phenology
e6e74dc4,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334084,维管植物门,菊目,菊科,香青属,Anaphalis contorta Hook.f.,旋叶香青,张国进,20180517,PE西藏队,PE6354,20170911,中国 西藏自治区,3120,山谷林下,有花无果
e6e7496e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334092,维管植物门,菊目,菊科,飞蓬属,Erigeron multiradiatus Benth. & Hook.f.,多舌飞蓬,张国进,20180401,PE西藏队,PE6421,20170911,中国 西藏自治区,2969,山谷林下,有花无果
e6e74a7c,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334089,维管植物门,菊目,菊科,紫菀属,Aster albescens (DC.) Wall.,小舌紫菀,张国进,20180401,PE西藏队,PE6384,20170911,中国 西藏自治区,3120,山谷林下,有花无果
e6e7542a,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334072,维管植物门,菊目,菊科,紫菀属,Aster albescens (DC.) Wall.,小舌紫菀,张国进,20180401,PE西藏队,PE6249,20170910,中国 西藏自治区,2488~3073,山坡林下,有花无果
e6e754b1,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334070,维管植物门,菊目,菊科,香青属,Anaphalis busua DC.,蛛毛香青,张国进,20180517,PE西藏队,PE6201,20170910,中国 西藏自治区,2488~2994,山坡林下,有花无果
e6e75539,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334068,维管植物门,菊目,菊科,香青属,Anaphalis margaritacea Benth. & Hook.f.,珠光香青,张国进,20180517,PE西藏队,PE6200,20170910,中国 西藏自治区,2488~2994,山坡林下,有花无果
e6e755c1,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334069,维管植物门,菊目,菊科,香青属,Anaphalis margaritacea Benth. & Hook.f.,珠光香青,张国进,20180517,PE西藏队,PE6200,20170910,中国 西藏自治区,2488~2994,山坡林下,有花无果
e6e75649,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334067,维管植物门,菊目,菊科,香青属,Anaphalis margaritacea Benth. & Hook.f.,珠光香青,张国进,20180517,PE西藏队,PE6200,20170910,中国 西藏自治区,2488~2994,山坡林下,有花无果
e6e756d2,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334066,维管植物门,菊目,菊科,香青属,Anaphalis contorta Hook.f.,旋叶香青,张国进,20180517,PE西藏队,PE5984,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e7575e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334064,维管植物门,菊目,菊科,香青属,Anaphalis contorta Hook.f.,旋叶香青,张国进,20180517,PE西藏队,PE5984,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e757ec,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334065,维管植物门,菊目,菊科,香青属,Anaphalis contorta Hook.f.,旋叶香青,张国进,20180517,PE西藏队,PE5984,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e75882,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334063,维管植物门,菊目,菊科,香青属,Anaphalis contorta Hook.f.,旋叶香青,张国进,20180517,PE西藏队,PE5984,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e7590c,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334061,维管植物门,菊目,菊科,黏冠草属,Myriactis nepalensis Less.,圆舌粘冠草,张国进,20180401,PE西藏队,PE5976,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e75aa6,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334058,维管植物门,菊目,菊科,蒿属,Artemisia tainingensis Hand.-Mazz.,川藏蒿,张国进,20180517,PE西藏队,PE5973,20170905,中国 西藏自治区,4780,山坡,有花无果
e6e75bb8,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334057,维管植物门,菊目,菊科,蒿属,Artemisia tainingensis Hand.-Mazz.,川藏蒿,张国进,20180517,PE西藏队,PE5973,20170905,中国 西藏自治区,4780,山坡,有花无果
e6e75c40,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334055,维管植物门,菊目,菊科,紫菀属,Aster asteroides MacMillan,星舌紫菀,张国进,20180401,PE西藏队,PE5972,20170905,中国 西藏自治区,4780,山坡,有花无果
e6e75a1e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334060,维管植物门,菊目,菊科,黏冠草属,Myriactis nepalensis Less.,圆舌粘冠草,张国进,20180401,PE西藏队,PE5976,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e75d5c,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334054,维管植物门,菊目,菊科,紫菀属,Aster asteroides MacMillan,星舌紫菀,张国进,20180401,PE西藏队,PE5972,20170905,中国 西藏自治区,4780,山坡,有花无果
e6e75b30,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334059,维管植物门,菊目,菊科,蒿属,Artemisia tainingensis Hand.-Mazz.,川藏蒿,张国进,20180517,PE西藏队,PE5973,20170905,中国 西藏自治区,4780,山坡,有花无果
e6e75de5,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334052,维管植物门,菊目,菊科,紫菀属,Aster albescens (DC.) Wall.,小舌紫菀,张国进,20180401,PE西藏队,PE5910,20170905,中国 西藏自治区,3020~3460,林缘,有花无果
e6e75ccd,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334056,维管植物门,菊目,菊科,紫菀属,Aster asteroides MacMillan,星舌紫菀,张国进,20180401,PE西藏队,PE5972,20170905,中国 西藏自治区,4780,山坡,有花无果
e6e75996,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334062,维管植物门,菊目,菊科,黏冠草属,Myriactis nepalensis Less.,圆舌粘冠草,张国进,20180401,PE西藏队,PE5976,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e75f7e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334050,维管植物门,菊目,菊科,紫菀属,Aster albescens (DC.) Wall.,小舌紫菀,张国进,20180517,PE西藏队,PE5881,20170905,中国 西藏自治区,3020~3480,林缘,有花无果
e6e75e6e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334053,维管植物门,菊目,菊科,紫菀属,Aster albescens (DC.) Wall.,小舌紫菀,张国进,20180401,PE西藏队,PE5910,20170905,中国 西藏自治区,3020~3460,林缘,有花无果
e6e7608c,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334047,维管植物门,菊目,菊科,香青属,Anaphalis contorta Hook.f.,旋叶香青,张国进,20180517,PE西藏队,PE5879,20170905,中国 西藏自治区,3020~3460,林缘,有花无果
e6e76114,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334048,维管植物门,菊目,菊科,紫菀属,Aster albescens (DC.) Wall.,小舌紫菀,张国进,20180517,PE西藏队,PE5881,20170905,中国 西藏自治区,3020~3480,林缘,有花无果
e6e76005,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334049,维管植物门,菊目,菊科,紫菀属,Aster albescens (DC.) Wall.,小舌紫菀,张国进,20180517,PE西藏队,PE5881,20170905,中国 西藏自治区,3020~3480,林缘,有花无果
e6e75ef6,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334051,维管植物门,菊目,菊科,紫菀属,Aster albescens (DC.) Wall.,小舌紫菀,张国进,20180401,PE西藏队,PE5910,20170905,中国 西藏自治区,3020~3460,林缘,有花无果
e6e7619f,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334045,维管植物门,菊目,菊科,香青属,Anaphalis contorta Hook.f.,旋叶香青,张国进,20180517,PE西藏队,PE5879,20170905,中国 西藏自治区,3020~3460,林缘,有花无果
e6e7622d,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334046,维管植物门,菊目,菊科,香青属,Anaphalis contorta Hook.f.,旋叶香青,张国进,20180517,PE西藏队,PE5879,20170905,中国 西藏自治区,3020~3460,林缘,有花无果
e6e762b5,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334044,维管植物门,菊目,菊科,千里光属,Senecio graciliflorus DC.,纤花千里光,张国进,20180517,PE西藏队,PE5875,20170905,中国 西藏自治区,3020~3460,林缘,有花无果
e6e7633e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334042,维管植物门,菊目,菊科,千里光属,Senecio graciliflorus DC.,纤花千里光,张国进,20180517,PE西藏队,PE5875,20170905,中国 西藏自治区,3020~3460,林缘,有花无果
e6e763c6,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334043,维管植物门,菊目,菊科,千里光属,Senecio graciliflorus DC.,纤花千里光,张国进,20180517,PE西藏队,PE5875,20170905,中国 西藏自治区,3020~3460,林缘,有花无果
e6e7644f,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334040,维管植物门,菊目,菊科,黏冠草属,Myriactis nepalensis Less.,圆舌粘冠草,张国进,20180401,PE西藏队,PE6192,20170910,中国 西藏自治区,2488~2994,山坡林下,有花无果
e6e76561,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334038,维管植物门,菊目,菊科,黏冠草属,Myriactis nepalensis Less.,圆舌粘冠草,张国进,20180401,PE西藏队,PE6192,20170910,中国 西藏自治区,2488~2994,山坡林下,有花无果
e6e764d8,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334041,维管植物门,菊目,菊科,飞蓬属,Erigeron multiradiatus Benth. & Hook.f.,多舌飞蓬,张国进,20180401,PE西藏队,PE5856,20170903,中国 西藏自治区,3401,山坡,有花无果
e6e765ea,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334039,维管植物门,菊目,菊科,黏冠草属,Myriactis nepalensis Less.,圆舌粘冠草,张国进,20180401,PE西藏队,PE6192,20170910,中国 西藏自治区,2488~2994,山坡林下,有花无果
e6e7678e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334036,维管植物门,菊目,菊科,紫菀属,Aster ageratoides Turcz.,三脉紫菀,张国进,20180401,PE西藏队,PE6187,20170910,中国 西藏自治区,2488~2994,山坡林下,有花无果
